altitude,density,u,v
285.61477746937,1.2202964275549144,-0.2544555705153517,7.289662563010446
292.341737320101,1.2196044966235309,-0.3374971461950323,7.321417967793027
299.127994850277,1.2189040111300513,-0.35718969651040233,7.444911848674062
305.973800059592,1.2182383229795937,-0.24987481429299419,7.561348829520115
312.906754120942,1.217559911364061,-0.08945989859256744,7.610746328992697
319.849945191036,1.2167934591219993,0.008864915269387607,7.624859894474681
326.84039068119,1.2160203360631778,0.0038169539012310972,7.5648771844118
333.827465707809,1.2152913573707858,-0.038957905374820676,7.516487766170254
340.811670167478,1.2145197464478685,-0.0013640225924624397,7.5240485910661565
347.866947760794,1.2138245367329108,0.1779402617031938,7.617802919243827
354.928997288314,1.213041999911859,0.17636285282340355,7.744825196042221
361.952129347575,1.2122656314910176,0.20220490653075987,7.840091806371497
369.000951231334,1.2115290327304034,0.07960932733435107,7.825978201319004
376.031015369928,1.2108386952178007,-0.12193125818977317,7.7977510280208815
383.051864398807,1.2100634882630954,-0.22750750114577298,7.780109046753183
389.995894884577,1.209300618975209,-0.15549765426634676,7.737768312243493
396.934443617265,1.2086245265859292,0.04855996611251788,7.776580639295655
403.910134106857,1.207856829166129,0.282715089795204,7.857733557659408
410.906455028017,1.2072158662538366,0.42925726078583104,7.896545981605187
417.950462274034,1.2065248801182016,0.4973238936977864,7.903602735603225
424.975507928888,1.205836884741135,0.5732672513578825,7.9424149217145255
432.010723572673,1.2051044742050188,0.6782059867841449,8.05532364349765
438.995407466321,1.2043797575514632,0.8012701493787648,8.12236311793583
445.96212179965,1.2036148602634738,0.8545322982908551,8.143533458415279
452.857371386399,1.2029469035887168,0.8687142966364402,8.199987731286463
459.673490060776,1.2020755000919336,0.9339440979870532,8.327009881661532
466.344525477102,1.2012259249592327,1.0574718132904204,8.5245999187186
472.960435842877,1.200556924193645,1.2270112569275669,8.669264057633882
479.524030737828,1.1998098251268634,1.4165669472452638,8.729246608685807
485.932037163766,1.199042881280811,1.556648525421607,8.711604758766693
492.244596793876,1.198204415009122,1.6113257620893446,8.665735605202995
498.444488388736,1.1975117133235476,1.632908390085534,8.70807629224056
504.535429411131,1.1968781435492462,1.6355765428892908,8.824513253144403
510.530220155985,1.1961730709837375,1.5996403502747953,8.880967532416246
516.407461989202,1.1954854992981918,1.6024712519805229,8.835098396084117
522.116154754161,1.1948657192179932,1.7304158843701762,8.718661382794513
527.742256214951,1.1940440558938645,1.959517401896784,8.545769929117268
533.329228936947,1.1935711367997066,2.1894002560535757,8.432861435423904
538.864393629775,1.1931058310355998,2.3170164786464844,8.49990089366447
544.346081287437,1.192562752699991,2.3730986703055343,8.630451440517328
549.833469043503,1.1914201059149934,2.4022429919136044,8.693962503188574
555.291210504767,1.1907103377021475,2.438638997702832,8.655150137208532
560.664103146942,1.190184152971964,2.447618331823159,8.542241495068522
565.984296178092,1.1896657534320154,2.40396835518831,8.461088401936026
571.228586343158,1.1890731218727175,2.378908022699513,8.418747521525006
576.466306572206,1.1886097103988922,2.419233847547421,8.457559970050264
581.699494934915,1.1881896821862783,2.536764129686234,8.669263579865305
586.992118409673,1.1877183193297507,2.670208190311773,8.940949874655846
592.308463349345,1.1869875539567618,2.7617418715832724,9.138539889836618
597.574202697827,1.1862219198151167,2.8127837325756646,9.127954671495942
